adc_data,i_data,q_data
0x38008e42,-2048,-446,
0x3800813a,-2048,314,
0x38008471,-2048,1137,
0x38008728,-2048,1832,
0x38a787ff,-1881,2047,
0x3c478784,-953,1924,
0x3f178519,-233,1305,
0x308a81c6,138,454,
0x30658e4c,101,-436,
0x3ee98b5f,-279,-1185,
0x3cb1896f,-847,-1681,
0x3a478876,-1465,-1930,
0x38008831,-2048,-1999,
0x3800886b,-2048,-1941,
0x38008933,-2048,-1741,
0x38008a51,-2048,-1455,
0x38008bad,-2048,-1107,
0x38008d87,-2048,-633,
0x38008ff7,-2048,-9,
0x380082e2,-2048,738,
0x380085e0,-2048,1504,
0x380087f0,-2048,2032,
0x3a4787ff,-1465,2047,
0x3d9b86a9,-613,1705,
0x3fc083c8,-64,968,
0x30648066,100,102,
0x3f8b8d4b,-117,-693,
0x3dd38afd,-557,-1283,
0x3bc48987,-1084,-1657,
0x398f88af,-1649,-1873,
0x38008859,-2048,-1959,
0x38008977,-2048,-1673,
0x38008aa6,-2048,-1370,
0x38008c47,-2048,-953,
0x38008e9f,-2048,-353,
0x380081b1,-2048,433,
0x3800852b,-2048,1323,
0x380087ff,-2048,2047,
0x38f587ff,-1803,2047,
0x3cbc87ff,-836,2047,
0x3f6b85bc,-149,1468,
0x30808264,128,612,
0x30198f40,25,-192,
0x3ec78cd3,-313,-813,
0x3d138b2d,-749,-1235,
0x3b5d8a13,-1187,-1517,
0x39968945,-1642,-1723,
0x380088bb,-2048,-1861,
0x380088c7,-2048,-1849,
0x3800899e,-2048,-1634,
0x38008ae7,-2048,-1305,
0x38008ca9,-2048,-855,
0x38008f04,-2048,-252,
0x380081d8,-2048,472,
0x380084d2,-2048,1234,
0x38008749,-2048,1865,
0x389a87ff,-1894,2047,
0x3c25878a,-987,1930,
0x3ef08532,-272,1330,
0x304681ea,70,490,
0x30008e8a,0,-374,
0x3e778bc7,-393,-1081,
0x3a2b8903,-1493,-1789,
0x380f888f,-2033,-1905,
0x38008880,-2048,-1920,
0x380088ef,-2048,-1809,
0x380089bf,-2048,-1601,
0x38008ad9,-2048,-1319,
0x38008c84,-2048,-892,
0x38008ed7,-2048,-297,
0x380081cc,-2048,460,
0x38008508,-2048,1288,
0x380087be,-2048,1982,
0x391587ff,-1771,2047,
0x3ce687b4,-794,1972,
0x3fa684e1,-90,1249,
0x30aa8130,170,304,
